pkg;class;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.AdditionalLanguageSettingsFragment;4;2;1;4;5;6;1;4
com.anysoftkeyboard.quicktextkeys;com.anysoftkeyboard.quicktextkeys.QuickTextKey;10;2;1;4;18;25;1;10
com.anysoftkeyboard.dictionaries;com.anysoftkeyboard.dictionaries.TextEntryState$State;4;2;1;0;7;4;0;2
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.KeyboardSwitcher$NextKeyboardType;1;2;1;0;2;0;0;0
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.AnyKeyboardBaseView$MiniKeyboardActionListener;15;1;1;4;16;105;1;14
com.anysoftkeyboard.ui.settings.widget;com.anysoftkeyboard.ui.settings.widget.AddOnListPreference$AddOnsListSavedState;3;2;1;4;4;3;1;3
com.anysoftkeyboard;com.anysoftkeyboard.Configuration$AnimationsLevel;4;2;1;0;7;4;0;2
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.AnyKeyboardBaseView;71;2;1;41;72;2485;1;35
com.anysoftkeyboard.backup;com.anysoftkeyboard.backup.AnyBackupAgent;2;5;1;1;3;1;1;2
com.anysoftkeyboard.keyboardextensions;com.anysoftkeyboard.keyboardextensions.KeyboardExtensionFactory;5;2;1;5;6;10;1;2
com.anysoftkeyboard.ui.settings.wordseditor;com.anysoftkeyboard.ui.settings.wordseditor.UserWordsListAdapter$Word;4;1;1;0;5;6;0;4
com.anysoftkeyboard.ui.settings.wordseditor;com.anysoftkeyboard.ui.settings.wordseditor.BackupUserWordsAsyncTask;5;4;1;4;6;10;1;0
com.anysoftkeyboard.addons;com.anysoftkeyboard.addons.AddOnsFactory;19;1;1;19;74;103;1;4
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.KeyEventStateMachine$KeyEventState;6;1;1;1;13;7;1;4
com.anysoftkeyboard.spellcheck;com.anysoftkeyboard.spellcheck.SuggestionsGatherer;3;1;1;7;27;1;1;2
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.DrawableBuilder;3;1;1;5;12;1;1;2
com.anysoftkeyboard.ui.dev;com.anysoftkeyboard.ui.dev.LogCatViewFragment;4;1;1;6;5;6;1;4
com.anysoftkeyboard.devicespecific;com.anysoftkeyboard.devicespecific.StrictModeEmptyImpl;2;1;1;1;3;1;1;2
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.Keyboard$Key;8;1;1;9;9;28;1;7
com.anysoftkeyboard.addons;com.anysoftkeyboard.addons.ScreenshotHolder;3;1;1;1;4;3;1;2
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.HardKeyboardSequenceHandler;8;1;1;3;9;28;1;7
com.anysoftkeyboard.voice;com.anysoftkeyboard.voice.ServiceHelper$ServiceHelperBinder;2;2;1;2;3;0;1;1
com.anysoftkeyboard.ui.settings.setup;com.anysoftkeyboard.ui.settings.setup.WizardPageDoneAndMoreSettingsFragment;6;2;1;6;7;15;1;4
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.KeyboardDimens;7;1;1;0;7;21;0;7
